date,amount,description,category
2025-08-18,-374.1499713497012,internet bill,utilities
2025-10-06,182.7969368240746,customer payment received,income
2022-03-07,-1810.5057093922787,consultant salary,salary
2024-07-12,-632.2631677955823,flight ticket,travel
2022-12-07,-978.2244115535294,social media ads,marketing
2022-10-09,-2673.7917301095235,monthly office rent,rent
2023-03-03,-147.0120669437159,printer ink,office
2022-10-11,-383.3727537760625,electricity payment,utilities
2023-12-18,-246.37828736178452,electricity payment,utilities
2025-12-25,-773.6411357252034,flight ticket,travel
2024-05-06,1267.8159625126934,customer payment received,income
2024-11-22,-2376.8972642196136,building rent,rent
2023-12-22,-169.8770660119718,printer ink,office
2022-01-21,-589.5321369675071,flight ticket,travel
2022-05-03,-104.50254860579679,office supplies,office
2023-01-28,-297.9160515842637,water service charge,utilities
2022-12-22,-571.1712079742265,client visit transport,travel
2025-05-13,-271.6139926134291,electricity payment,utilities
2025-05-17,356.5910532341784,customer payment received,income
2025-06-01,-988.1274996691823,social media ads,marketing
2024-07-20,-153.85762120847534,printer ink,office
2024-03-23,-835.5283863761399,flight ticket,travel
2024-08-06,-719.5887731866287,campaign spend,marketing
2023-08-18,-289.3197853292769,water service charge,utilities
2024-09-06,-370.01277352492207,water service charge,utilities
2025-03-06,-675.2552320689833,social media ads,marketing
2025-01-19,8053.864621010281,customer payment received,income
2024-06-15,-936.9888882610954,campaign spend,marketing
2022-03-26,-1966.3393189331427,warehouse lease payment,rent
2024-11-25,-741.2705584465331,client visit transport,travel
2023-06-20,-297.6756728498708,water service charge,utilities
2024-12-22,-235.6710611444202,water service charge,utilities
2024-02-28,-261.60453017089156,water service charge,utilities
2025-07-11,-267.64081292602486,electricity payment,utilities
2023-05-10,-284.342948526778,internet bill,utilities
2025-09-22,-310.4782822252013,internet bill,utilities
2025-05-18,-795.2283834350695,flight ticket,travel
2023-04-29,2268.707780191257,customer payment received,income
2023-12-07,-657.7437208989303,client visit transport,travel
2024-02-16,-745.0946278189226,client visit transport,travel
2025-01-27,-153.79895816706673,stationery purchase,office
2024-10-03,-185.59393164235274,stationery purchase,office
2025-05-29,-2912.711999886307,building rent,rent
2023-06-25,-1134.1420779306015,campaign spend,marketing
2024-01-08,4596.124391847245,customer payment received,income
2023-09-22,-1657.7915286317643,employee payroll,salary
2025-08-21,-1160.8995178269824,social media ads,marketing
2023-03-22,5318.377995230726,customer payment received,income
2024-05-07,-173.56219710173332,stationery purchase,office
2022-06-25,-817.536460796547,campaign spend,marketing
2025-05-27,-148.2073633664798,office supplies,office
2023-07-16,-985.4893173069352,social media ads,marketing
2023-05-13,-146.92258236037426,printer ink,office
2024-05-01,-2668.1086651165874,warehouse lease payment,rent
2023-12-30,-143.9750805564185,office supplies,office
2025-05-23,4660.762825247494,customer payment received,income
2024-02-16,-1090.849074560037,staff wage transfer,salary
2024-01-26,-1993.6862307767456,warehouse lease payment,rent
2022-06-03,-303.85232839835163,internet bill,utilities
2022-02-02,-1161.731604645476,campaign spend,marketing
2023-08-06,-1453.6459288522674,employee payroll,salary
2025-12-29,-1006.6170708168453,campaign spend,marketing
2025-09-02,-717.3932999468223,flight ticket,travel
2024-07-07,2295.3652128722215,customer payment received,income
2024-07-10,-151.13566663758198,office supplies,office
2023-07-26,-340.1188254602416,electricity payment,utilities
2022-09-17,-335.1535961766153,water service charge,utilities
2022-01-13,332.2255016465811,customer payment received,income
2023-05-11,-718.7500566288546,flight ticket,travel
2023-04-08,-637.3206807825673,flight ticket,travel
2022-10-07,-1875.1285174834366,consultant salary,salary
2023-01-14,-1672.9784039960539,consultant salary,salary
2022-02-06,-1839.7098448673232,consultant salary,salary
2024-06-07,-1778.2359005824592,employee payroll,salary
2025-09-17,-2032.3844216544219,employee payroll,salary
2024-10-06,-796.165087234481,social media ads,marketing
2023-10-17,-2329.263085593784,monthly office rent,rent
2023-09-07,-670.5102933838201,client visit transport,travel
2023-03-26,-134.33073245648768,printer ink,office
2022-07-28,-773.7603172619242,promotional expense,marketing
2024-05-24,-304.5350062175694,electricity payment,utilities
2024-04-07,-1979.8777262841859,monthly office rent,rent
2022-01-11,-135.77153566726955,stationery purchase,office
2023-08-31,-2394.21704093692,building rent,rent
2023-02-11,-999.3265186837932,campaign spend,marketing
2022-09-06,-805.3176368234485,promotional expense,marketing
2024-10-24,-1901.1946701933225,staff wage transfer,salary
2024-02-08,-890.415713417632,social media ads,marketing
2024-07-14,-1931.7653734217224,consultant salary,salary
2024-11-08,-1382.9986409079584,consultant salary,salary
2025-12-05,-964.0008639044588,campaign spend,marketing
2025-03-18,-185.7185885339543,office supplies,office
2024-06-25,-2261.267971097404,staff wage transfer,salary
2025-07-08,-135.7843942677316,printer ink,office
2023-11-29,-158.25027285713674,printer ink,office
2025-12-09,-1125.012320953682,social media ads,marketing
2025-01-17,-2772.596859598809,monthly office rent,rent
2024-08-08,-1449.1763287505441,staff wage transfer,salary
2025-08-12,-985.2951180261754,social media ads,marketing
2024-01-23,347.4817064934759,customer payment received,income
2024-11-18,-930.7017851520136,promotional expense,marketing
2023-02-20,-322.35261162571675,internet bill,utilities
2025-11-08,-1839.1008364169043,consultant salary,salary
2024-06-29,-178.6167416512699,printer ink,office
2025-02-16,-2282.4161803381257,staff wage transfer,salary
2023-11-05,-319.9854654464482,electricity payment,utilities
2025-06-20,-143.18141363401386,printer ink,office
2022-04-19,-638.016339836429,client visit transport,travel
2022-06-16,-1484.1685311339106,consultant salary,salary
2024-01-11,-2153.237801211328,warehouse lease payment,rent
2024-12-06,-258.26044002089054,water service charge,utilities
2025-03-28,-133.11547002591954,printer ink,office
2023-10-05,-360.47545102611,internet bill,utilities
2024-08-07,-843.2511130112458,promotional expense,marketing
2024-03-19,-1505.5725623925873,staff wage transfer,salary
2025-11-05,-1026.4033721311146,campaign spend,marketing
2024-08-13,-837.913464048451,social media ads,marketing
2023-09-02,2054.550667238612,customer payment received,income
2025-11-17,-849.3603978931842,campaign spend,marketing
2022-06-06,-894.5044060738403,client visit transport,travel
2025-12-09,533.8285717873019,customer payment received,income
2022-08-14,-653.6413325960394,campaign spend,marketing
2023-02-26,-157.41130959178562,office supplies,office
2025-04-15,-149.04099323072913,stationery purchase,office
2024-12-08,-1933.0746159125883,staff wage transfer,salary
2025-11-18,-964.3793431094925,campaign spend,marketing
2024-12-31,-2640.545932269347,building rent,rent
2024-07-19,-624.1688205585219,client visit transport,travel
2023-05-22,-717.9794381296942,hotel booking,travel
2022-01-07,-374.6818577246882,internet bill,utilities
2022-06-30,-131.11796950907407,office supplies,office
2023-03-12,-151.12287129945102,printer ink,office
2022-03-01,-2780.781108992844,monthly office rent,rent
2024-01-13,-1859.5771397751464,staff wage transfer,salary
2025-02-09,-1534.6126242553244,consultant salary,salary
2025-11-08,-209.06580039217806,office supplies,office
2023-12-17,-683.2948945701544,flight ticket,travel
2025-07-02,-913.3465206549085,campaign spend,marketing
2025-12-10,1855.1653994092098,customer payment received,income
2025-06-10,-941.15716150411,promotional expense,marketing
2023-11-11,4962.165713879486,customer payment received,income
2023-04-21,-2069.2216188164716,monthly office rent,rent
2025-11-29,-302.826302541478,water service charge,utilities
2022-12-20,-291.74960037007105,water service charge,utilities
2023-08-25,1476.9188919433336,customer payment received,income
2022-04-19,-2140.4475039958897,building rent,rent
2025-03-05,-302.8689419245792,water service charge,utilities
2024-08-07,-1856.8941243507259,employee payroll,salary
2022-05-04,-1869.0722462454974,employee payroll,salary
2022-11-21,-1569.355237644255,consultant salary,salary
2024-03-22,-1736.4717785241353,consultant salary,salary
2024-02-29,-818.1484685898827,client visit transport,travel
2025-03-17,-203.5448928850359,water service charge,utilities
2023-01-24,-308.00215763799105,internet bill,utilities
2025-09-12,-235.6005375484816,internet bill,utilities
2023-10-12,-861.9558459277205,promotional expense,marketing
2025-04-16,-153.1060591938345,office supplies,office
2022-12-15,-733.4606745105644,hotel booking,travel
2022-02-24,-845.1875078813558,hotel booking,travel
2022-03-22,-911.8702002716861,promotional expense,marketing
2023-06-29,1816.6212947212457,customer payment received,income
2025-10-24,-2467.750350623044,warehouse lease payment,rent
2022-03-13,-152.114672237654,printer ink,office
2023-06-24,-1472.6859500843852,building rent,rent
2022-06-09,-336.4900024713865,internet bill,utilities
2025-09-23,-637.9338159847915,client visit transport,travel
2024-09-13,-360.9213383796086,internet bill,utilities
2025-01-19,-1894.0597280731995,employee payroll,salary
2024-11-08,-192.12349880475142,office supplies,office
2024-08-17,-2930.9347339519886,building rent,rent
2025-02-04,-1910.2067575170176,staff wage transfer,salary
2022-01-12,-141.11674639921296,printer ink,office
2025-06-18,-803.5946439453044,promotional expense,marketing
2024-12-16,-2943.909661397573,monthly office rent,rent
2024-12-16,-1131.6273683910727,social media ads,marketing
2023-07-29,-174.58247108362679,stationery purchase,office
2025-03-16,-1875.9125306883857,building rent,rent
2023-07-12,-285.82306337477235,electricity payment,utilities
2022-03-13,-299.2108394247124,internet bill,utilities
2025-08-19,-2884.8994202931976,building rent,rent
2022-12-09,-2127.215624394945,employee payroll,salary
2022-05-29,-2145.2516912997553,consultant salary,salary
2024-06-27,6581.236675521913,customer payment received,income
2022-12-08,-350.54300919395826,internet bill,utilities
2025-06-07,-358.5820238499494,internet bill,utilities
2023-10-11,-1719.9765845684763,staff wage transfer,salary
2022-01-07,-1420.213805914326,consultant salary,salary
2025-10-22,-1712.5958981936524,consultant salary,salary
2024-01-22,-1002.012306717401,social media ads,marketing
2023-01-20,-1784.8412981340748,staff wage transfer,salary
2024-09-16,-159.3061179617494,printer ink,office
2024-02-15,-727.5209433881861,hotel booking,travel
2022-02-13,-1064.0928859441688,campaign spend,marketing
2025-01-14,-848.4193189835286,flight ticket,travel
2023-08-10,3324.132573636878,customer payment received,income
2024-10-19,-634.1131408494564,flight ticket,travel
2025-08-01,-2169.3931684883923,consultant salary,salary
2024-06-11,-1828.413035787657,building rent,rent
2024-09-08,-1713.3175775254942,staff wage transfer,salary
2023-01-08,-1626.5743704448664,staff wage transfer,salary
2022-12-14,-3070.8678364780226,monthly office rent,rent
2023-08-30,-2586.647379962309,building rent,rent
2025-05-30,-94.95784817451772,stationery purchase,office
2024-02-05,-867.461902721638,flight ticket,travel
2023-05-24,-346.82703846786774,internet bill,utilities
2025-02-13,-183.6748607262648,office supplies,office
2025-05-31,-1145.9390667074563,staff wage transfer,salary
2025-08-11,-321.40871036906776,electricity payment,utilities
2023-03-13,301.4601345578125,customer payment received,income
2024-11-02,1604.2994550666197,customer payment received,income
2024-05-12,-329.3083256862065,internet bill,utilities
2023-10-18,3857.440288211679,customer payment received,income
2023-08-03,-2378.843778273287,monthly office rent,rent
2022-06-17,-2618.5468269881826,warehouse lease payment,rent
2023-02-06,-2250.3125883224816,warehouse lease payment,rent
2024-03-14,-898.3106424780934,promotional expense,marketing
2025-07-19,-617.0420673054157,hotel booking,travel
2025-06-19,-363.9792931071202,water service charge,utilities
2022-10-02,-1001.9979970299713,social media ads,marketing
2024-09-19,-2896.0995281090004,warehouse lease payment,rent
2022-05-04,-1705.1463874832623,staff wage transfer,salary
2024-09-13,-250.536720279661,electricity payment,utilities
2023-05-15,-145.3053844078492,printer ink,office
2023-10-20,-574.0283730638621,hotel booking,travel
2024-11-14,-148.46772832265134,office supplies,office
2023-09-13,-1400.277680838715,staff wage transfer,salary
2025-03-25,-156.84766361065323,printer ink,office
2024-02-19,-2814.1837220416187,warehouse lease payment,rent
2025-12-30,-1465.9963537025333,employee payroll,salary
2024-07-21,-705.3116771505101,flight ticket,travel
2023-03-09,-3238.755636989341,building rent,rent
2025-02-06,-151.2477009331781,office supplies,office
2023-08-20,-166.3573733791653,stationery purchase,office
2024-02-20,-449.6945910119033,hotel booking,travel
2022-07-19,-1910.087308333197,employee payroll,salary
2022-06-24,-2490.2642074624355,monthly office rent,rent
2024-04-19,-779.7861321612161,client visit transport,travel
2022-09-30,-596.7598032082326,flight ticket,travel
2025-12-28,-1011.8981469780366,campaign spend,marketing
2025-06-04,-562.4998081659879,flight ticket,travel
2024-10-20,6455.4434287256245,customer payment received,income
2024-12-09,-2670.6690002645,monthly office rent,rent
2024-05-19,-1008.5602448126194,campaign spend,marketing
2022-03-30,6957.367480046271,customer payment received,income
2023-07-28,-163.90622415266716,office supplies,office
2023-12-26,-2888.020371506779,monthly office rent,rent
2025-08-30,-870.3806395832228,social media ads,marketing
2022-11-17,-144.72159942989768,office supplies,office
2023-12-27,-330.0752265759616,water service charge,utilities
2023-05-18,-2388.9622788912734,building rent,rent
2022-07-16,-155.7113451253245,printer ink,office
2022-05-31,-1599.0299310375874,staff wage transfer,salary
2023-06-18,-665.6218350042583,flight ticket,travel
2022-05-01,-155.7518933635754,printer ink,office
2022-04-09,-1084.6467763376031,campaign spend,marketing
2023-05-28,-2802.2191669816343,building rent,rent
2022-10-23,-1051.7361879279736,campaign spend,marketing
2024-03-21,-2335.028512492126,monthly office rent,rent
2022-01-26,-1022.5884283644352,promotional expense,marketing
2023-03-17,-670.2386492468131,client visit transport,travel
2023-10-25,-1882.3289861535739,staff wage transfer,salary
2025-11-08,-331.06483106299993,internet bill,utilities
2024-07-16,-2754.545565190817,monthly office rent,rent
2025-07-10,-127.23764069160045,office supplies,office
2023-05-17,-1975.3930015906044,staff wage transfer,salary
2023-10-20,-2138.392420833194,employee payroll,salary
2023-09-07,-606.0020677662511,flight ticket,travel
2025-07-20,-863.1016303675219,social media ads,marketing
2025-11-02,-549.8723174906061,hotel booking,travel
2025-11-06,-732.2904152952866,hotel booking,travel
2025-01-03,-650.6818444540379,flight ticket,travel
2024-01-06,462.98238108944463,customer payment received,income
2024-03-01,-283.7279765170387,internet bill,utilities
2025-12-03,-865.378047034098,promotional expense,marketing
2023-02-20,-667.4179657451771,promotional expense,marketing
2023-05-22,-146.15350457578114,printer ink,office
2025-08-03,-116.053808475242,printer ink,office
2023-07-19,-769.3806938411967,promotional expense,marketing
2022-12-10,-1798.5996588620646,staff wage transfer,salary
2024-03-29,1533.511170532402,customer payment received,income
2023-04-21,-1083.1409798767804,social media ads,marketing
2025-07-25,-2216.4708441064213,staff wage transfer,salary
2025-08-21,-1030.2396898065313,social media ads,marketing
2023-03-24,-1973.8324837725756,consultant salary,salary
2024-02-13,-717.7375614140975,client visit transport,travel
2025-12-08,1712.25302287969,customer payment received,income
2024-12-20,-1924.643394788655,staff wage transfer,salary
2022-11-12,-273.5734052214822,water service charge,utilities
2024-05-13,-997.8174668053675,campaign spend,marketing
2024-06-24,649.5446222726376,customer payment received,income
2024-08-12,-150.39595340825187,office supplies,office
2022-02-06,-2759.945104803417,monthly office rent,rent
2023-03-14,-887.5560904838775,campaign spend,marketing
2025-06-02,-920.4077313932241,social media ads,marketing
2022-12-19,-182.4775529310789,printer ink,office
2023-03-14,-2860.986428157232,monthly office rent,rent
2023-04-17,-153.71852932550482,office supplies,office
2022-09-17,-325.4785173687,water service charge,utilities
2022-08-16,-297.25433150636076,internet bill,utilities
2023-05-22,624.9731076013569,customer payment received,income
2025-07-01,-658.0941634436834,flight ticket,travel
2022-01-03,-756.8680316505618,client visit transport,travel
2023-02-18,-283.09213660744393,electricity payment,utilities
2022-03-30,-2175.3186238075677,warehouse lease payment,rent
2024-03-31,-136.7534484851742,printer ink,office
2023-01-02,-1826.5727003376007,consultant salary,salary
2025-03-03,-2101.1841518306774,building rent,rent
2024-05-04,-768.4678297872935,flight ticket,travel
2025-02-19,-291.8355870922337,internet bill,utilities
2024-07-16,-656.3956325221274,hotel booking,travel
2023-10-03,-151.68215767679945,office supplies,office
2025-06-11,-2535.2495403357943,monthly office rent,rent
2023-11-27,-1859.290377099865,employee payroll,salary
2025-10-19,-716.5183724490889,hotel booking,travel
2025-12-24,-708.8515729320688,campaign spend,marketing
2024-05-10,-827.6588213434319,flight ticket,travel
2024-09-12,-417.54881092437006,water service charge,utilities
2023-01-09,1333.039154289698,customer payment received,income
2025-04-05,-161.47448646752076,office supplies,office
2024-09-08,-250.1545197232308,electricity payment,utilities
2025-08-11,-148.24822370398564,office supplies,office
2023-01-26,-950.0327622278814,social media ads,marketing
2025-02-24,-1805.3346221556799,staff wage transfer,salary
2023-11-19,-2020.9329105079837,consultant salary,salary
2022-09-28,-959.5774566759171,campaign spend,marketing
2022-09-08,-1596.2462233633958,consultant salary,salary
2024-04-01,-297.2275344214736,internet bill,utilities
2023-04-12,-2006.6459890824822,staff wage transfer,salary
2022-05-29,-642.0447358879121,hotel booking,travel
2023-09-17,-2276.4463341437527,staff wage transfer,salary
2024-08-11,-614.1402813423942,hotel booking,travel
2023-04-11,-140.18371230226057,office supplies,office
2025-10-27,-823.73301177118,campaign spend,marketing
2025-02-12,-146.15388664961324,office supplies,office
2024-01-20,-1806.0953791093652,monthly office rent,rent
2025-09-27,-315.82557208247323,internet bill,utilities
2023-09-25,-2453.025856327843,staff wage transfer,salary
2022-07-24,-121.2794051374291,stationery purchase,office
2022-02-22,-895.9724387379039,promotional expense,marketing
2025-10-02,-1649.1318206208052,staff wage transfer,salary
2025-11-03,-767.492274812276,flight ticket,travel
2024-12-16,-642.5521579288693,client visit transport,travel
2022-05-31,-327.3940615640397,water service charge,utilities
2023-03-06,-249.28755855544657,internet bill,utilities
2022-03-02,-2764.890813293422,monthly office rent,rent
2022-03-16,-333.01093545754685,internet bill,utilities
2022-12-26,-267.0312195090529,water service charge,utilities
2024-04-15,-1034.9979454094037,social media ads,marketing
2022-04-06,-133.19594676072836,office supplies,office
2025-12-09,-911.9131357895685,promotional expense,marketing
2023-10-27,-2614.116313558672,warehouse lease payment,rent
2023-01-21,-154.81175102236307,printer ink,office
2024-01-25,-254.22701935709077,water service charge,utilities
2025-02-28,-334.4934201140492,water service charge,utilities
2023-04-02,-151.60461151033354,printer ink,office
2022-03-11,339.3847360782945,customer payment received,income
2022-03-16,-1981.4229103597247,monthly office rent,rent
2025-05-29,-290.9254105814484,water service charge,utilities
2022-06-13,-858.7806812079266,social media ads,marketing
2024-07-17,1873.7830168356566,customer payment received,income
2023-07-16,-1856.9998309637879,staff wage transfer,salary
2025-02-09,-670.0619966590614,hotel booking,travel
2022-03-30,-118.04937184979016,office supplies,office
2025-08-04,-2297.079765169068,consultant salary,salary
2024-10-17,-630.7521532180551,campaign spend,marketing
2023-10-19,-915.6869033885667,campaign spend,marketing
2022-10-30,-158.90815419923845,office supplies,office
2025-11-28,-1407.28012894106,consultant salary,salary
2023-03-18,-2026.4911495683798,staff wage transfer,salary
2023-12-18,-771.9504947537976,flight ticket,travel
2023-07-30,-662.0742221743304,flight ticket,travel
2022-12-03,-239.7811740177606,water service charge,utilities
2023-09-01,-838.4383554152677,social media ads,marketing
2022-08-10,-1079.7720426077603,campaign spend,marketing
2022-01-03,-1656.021954272284,staff wage transfer,salary
2023-02-28,-1081.6385982209408,promotional expense,marketing
2022-06-13,-1717.8793795297322,staff wage transfer,salary
2023-08-29,-351.191729791321,water service charge,utilities
2025-06-14,-2535.295399212932,building rent,rent
2022-08-26,1095.8483402735137,customer payment received,income
2022-01-02,-136.34129771766257,office supplies,office
2022-06-12,-296.68545322535124,electricity payment,utilities
2024-01-13,-1019.1660882067808,promotional expense,marketing
2023-02-06,-2779.8230325838936,building rent,rent
2023-12-17,-753.6420942745605,client visit transport,travel
2022-02-12,-281.5528986758745,electricity payment,utilities
2023-05-02,-1183.4867680728917,campaign spend,marketing
2023-08-23,-167.67773313601882,printer ink,office
2023-09-23,-691.6824199805653,client visit transport,travel
2024-03-16,-3031.37834241362,monthly office rent,rent
2025-02-14,697.3075378311853,customer payment received,income
2023-11-14,-2355.874765257472,building rent,rent
2025-05-13,-316.5417959772084,internet bill,utilities
2024-02-13,-2772.840130683023,warehouse lease payment,rent
2023-01-16,-594.6633836901362,client visit transport,travel
2022-12-01,-1578.0769557006574,employee payroll,salary
2023-04-17,-2070.895695397655,employee payroll,salary
2024-05-22,-2020.9261780973975,warehouse lease payment,rent
2022-12-21,-143.62604704161046,office supplies,office
2025-08-28,352.4594711053747,customer payment received,income
2023-12-03,-857.0306876418296,campaign spend,marketing
2025-06-15,-2803.4122251980907,building rent,rent
2024-09-25,-275.6725723673816,electricity payment,utilities
2023-05-03,-102.29818265135725,stationery purchase,office
2022-11-30,-727.0183779528957,hotel booking,travel
2024-12-22,-2496.683009988645,warehouse lease payment,rent
2023-04-29,-2079.2019925619097,warehouse lease payment,rent
2022-12-27,-1892.7546440829387,employee payroll,salary
2025-09-21,-143.23616684779793,printer ink,office
2023-12-07,-1650.4533935247155,employee payroll,salary
2022-03-12,-152.70191801404675,stationery purchase,office
2023-12-24,-713.7226354831575,campaign spend,marketing
2023-11-05,-139.258262097688,office supplies,office
2025-06-16,-667.9202755469046,promotional expense,marketing
2024-11-05,3323.3066924385425,customer payment received,income
2022-10-07,-826.7604151227007,social media ads,marketing
2022-08-08,-2121.970120231269,consultant salary,salary
2024-05-31,12500.97070128461,customer payment received,income
2022-03-11,-1692.7468056956723,consultant salary,salary
2023-04-12,-1768.6978809343682,warehouse lease payment,rent
2022-07-21,-2160.655555489793,building rent,rent
2022-01-31,-1486.134988735861,consultant salary,salary
2025-09-04,-2860.37362822162,building rent,rent
2022-05-12,-236.6508537635611,internet bill,utilities
2022-01-14,-2275.1558050786084,building rent,rent
2025-09-24,-2423.369617296642,building rent,rent
2022-10-03,342.885672198052,customer payment received,income
2025-04-07,-2259.705574655259,building rent,rent
2022-02-15,-2818.1968657572406,monthly office rent,rent
2022-08-13,-2893.221866810347,warehouse lease payment,rent
2022-06-11,-2416.7004090439555,building rent,rent
2024-10-28,-702.8303628256967,client visit transport,travel
2024-06-25,-832.3902269712751,campaign spend,marketing
2023-11-26,-984.6883249987786,promotional expense,marketing
2022-12-20,-728.1096368399848,flight ticket,travel
2022-05-10,-2662.5351192930657,warehouse lease payment,rent
2024-04-11,-1147.928877320635,promotional expense,marketing
2022-12-04,-2796.450418646095,warehouse lease payment,rent
2024-05-12,-882.4293025515217,flight ticket,travel
2024-10-01,-249.70916113800797,water service charge,utilities
2025-05-26,-158.31274510103435,stationery purchase,office
2023-12-23,-1721.2105527948963,staff wage transfer,salary
2022-01-07,-749.0128647445696,client visit transport,travel
2023-02-15,741.4724659289044,customer payment received,income
2025-05-31,-750.1482407999838,hotel booking,travel
2024-02-19,-167.9850704473119,stationery purchase,office
2024-06-23,-743.6741779036508,social media ads,marketing
2023-10-31,-308.2850819452724,internet bill,utilities
2022-08-26,-348.7218070029067,internet bill,utilities
2025-08-03,-846.729078114977,campaign spend,marketing
2025-02-03,-282.2823750308521,water service charge,utilities
2025-12-24,-1904.4620686758383,employee payroll,salary
2025-06-03,-310.77743860140356,internet bill,utilities
2023-03-02,-2641.856956511577,monthly office rent,rent
2023-01-07,-1419.7188120534838,employee payroll,salary
2022-12-30,-414.26435628730485,electricity payment,utilities
2025-09-04,-962.6055666026675,promotional expense,marketing
2024-03-24,-955.3959987459677,promotional expense,marketing
2023-10-26,-1992.815394894014,staff wage transfer,salary
2025-11-15,885.1709448178207,customer payment received,income
2024-05-31,-2344.807230320411,building rent,rent
2025-08-21,-959.6505306095373,social media ads,marketing
2025-12-09,-2033.7385088380765,consultant salary,salary
2022-04-27,-727.0199293772898,campaign spend,marketing
2023-06-13,-139.850536116664,office supplies,office
2024-12-08,-935.2918629683601,promotional expense,marketing
2025-04-03,-1347.056248533639,staff wage transfer,salary
2022-08-05,-154.23431678364932,printer ink,office
2023-04-11,-752.0207805420291,social media ads,marketing
2024-03-11,-775.8478376810755,hotel booking,travel
2025-03-13,-149.76944960961978,office supplies,office
2022-06-15,-149.99392265801595,office supplies,office
2024-05-27,-1715.624091476692,monthly office rent,rent
2023-03-10,-142.43441445707165,office supplies,office
2022-11-13,-855.9496426367393,promotional expense,marketing
2024-01-23,-1789.7724014878083,staff wage transfer,salary
2023-08-28,-1699.9585014251322,staff wage transfer,salary
2024-07-17,-866.797113231517,social media ads,marketing
2023-04-10,-1814.205265124955,employee payroll,salary
2025-04-17,-272.4130105603146,electricity payment,utilities
2022-04-25,-1027.9376553112886,social media ads,marketing
2025-06-13,-382.5029474746489,hotel booking,travel
2022-02-13,-147.74678446964828,printer ink,office
2024-12-11,-3060.872594078263,warehouse lease payment,rent
2023-05-22,-2051.9708986861206,employee payroll,salary
2023-07-15,-159.95564121412525,office supplies,office
2022-01-28,-650.4389953203023,flight ticket,travel
2024-10-22,-1646.5294283647988,employee payroll,salary
2022-08-30,-1304.0383041461664,consultant salary,salary
2024-08-21,-353.6346589923844,water service charge,utilities
2024-11-25,-592.737894071944,client visit transport,travel
2025-05-19,2805.6124269491083,customer payment received,income
2024-10-31,-684.0830662939501,flight ticket,travel
2023-03-17,-321.1914634790187,internet bill,utilities
2024-12-15,-726.2365872039838,client visit transport,travel
2025-04-21,-3264.4789399646534,building rent,rent
2023-04-09,-708.516251437683,hotel booking,travel
2022-07-01,-160.90800898880033,stationery purchase,office
2025-07-24,-2365.577658862462,warehouse lease payment,rent
2022-08-05,-2041.3142113395074,consultant salary,salary
2024-05-17,-845.0374765668827,promotional expense,marketing
2022-12-12,-645.4941852145337,flight ticket,travel
2022-07-04,-1054.9668881506511,campaign spend,marketing
2025-02-08,-690.6617682066251,client visit transport,travel
2022-07-29,-1038.676130552834,campaign spend,marketing
2024-09-06,-778.823283332937,client visit transport,travel
2024-10-09,-2635.979106413844,warehouse lease payment,rent
2022-03-29,-960.4619655898222,social media ads,marketing
2022-09-10,-284.13918762650786,water service charge,utilities
2025-03-06,-2372.8770585719403,warehouse lease payment,rent
2024-01-12,-326.836725043655,internet bill,utilities
2022-06-27,-398.38828980077176,water service charge,utilities
2025-12-19,-2331.883860341358,monthly office rent,rent
2023-01-23,-154.0312348473018,stationery purchase,office
2022-01-06,-1601.241049189515,consultant salary,salary
2025-09-12,-2219.7717197315606,employee payroll,salary
2022-01-25,-351.13362883016384,electricity payment,utilities
2024-03-19,-660.8462468642892,campaign spend,marketing
2025-12-21,1892.6270720492453,customer payment received,income
2024-04-24,-1104.3578195963967,promotional expense,marketing
2024-05-04,-1927.5588572595548,consultant salary,salary
2023-07-22,-179.79859968173,printer ink,office
2022-07-05,-857.8071116123518,promotional expense,marketing
2024-04-16,-278.6332654711609,internet bill,utilities
2025-08-03,-624.1612145463098,flight ticket,travel
2022-05-14,-2642.6622853682543,building rent,rent
2025-07-10,1899.8264605614233,customer payment received,income
2023-08-30,492.4444668654123,customer payment received,income
2024-02-23,-291.7924853374256,internet bill,utilities
2022-08-30,-565.5008580780554,client visit transport,travel
2024-06-27,-341.5424305812687,electricity payment,utilities
2022-09-24,-2935.7125830999294,monthly office rent,rent
2023-02-04,-693.0717532985842,client visit transport,travel
2024-11-20,-962.6955955962094,promotional expense,marketing
2022-03-15,-178.49841606894395,printer ink,office
2023-10-16,-151.09088776058977,printer ink,office
2024-05-18,527.116811336487,customer payment received,income
2022-07-12,-115.19048656203879,printer ink,office
2023-03-07,-566.6454919376729,client visit transport,travel
2023-05-17,-755.9914791816832,client visit transport,travel
2024-08-27,-705.8249817069152,hotel booking,travel
2025-11-27,-188.19650196415776,printer ink,office
2025-05-06,-918.2457369493761,social media ads,marketing
2022-10-05,3976.1870114067337,customer payment received,income
2022-01-27,-2561.8166430924116,monthly office rent,rent
2022-03-17,-339.00835619655095,water service charge,utilities
2024-05-20,-667.302018517679,flight ticket,travel
2022-08-17,-850.4477738980801,promotional expense,marketing
2022-12-04,-247.96464163954397,water service charge,utilities
2025-05-23,-619.63903370569,flight ticket,travel
2025-06-30,-165.6527801891254,office supplies,office
2025-05-10,-345.1749661205109,water service charge,utilities
2023-01-06,-292.32066262124766,electricity payment,utilities
2024-06-24,-846.0038055312125,hotel booking,travel
2024-06-11,-367.23505510734503,electricity payment,utilities
2022-09-28,-151.1960209815696,stationery purchase,office
